2025-10-05 21:23:04,Helmet missing
2025-10-05 21:23:05,Helmet missing
2025-10-05 21:23:05,Mask missing
2025-10-05 21:23:05,Mask missing
2025-10-05 21:23:05,Helmet missing
2025-10-05 21:23:15,Safety vest missing
2025-10-05 21:23:15,Safety vest missing
2025-10-05 21:23:16,Safety vest missing
2025-10-05 21:23:16,Safety vest missing
2025-10-05 21:23:17,Safety vest missing
2025-10-05 21:23:17,Safety vest missing
2025-10-05 21:23:18,Safety vest missing
2025-10-05 21:23:18,Safety vest missing
2025-10-05 21:23:19,Safety vest missing
2025-10-05 21:23:19,Safety vest missing
2025-10-05 21:23:20,Safety vest missing
2025-10-05 21:23:20,Safety vest missing
2025-10-05 21:23:21,Safety vest missing
2025-10-05 21:23:21,Safety vest missing
2025-10-05 21:23:22,Safety vest missing
2025-10-05 21:23:22,Safety vest missing
2025-10-05 21:23:23,Safety vest missing
2025-10-05 21:23:23,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Mask missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Helmet missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:04,Safety vest missing
2025-10-05 21:25:05,Mask missing
2025-10-05 21:25:05,Helmet missing
2025-10-05 21:25:05,Safety vest missing
2025-10-05 21:25:05,Safety vest missing
2025-10-05 21:25:05,Helmet missing
2025-10-05 21:25:05,Mask missing
2025-10-05 21:25:05,Safety vest missing
2025-10-05 21:25:05,Safety vest missing
2025-10-05 21:25:06,Helmet missing
2025-10-05 21:25:06,Safety vest missing
2025-10-05 21:25:06,Safety vest missing
2025-10-05 21:25:06,Mask missing
2025-10-05 21:25:06,Safety vest missing
2025-10-05 21:25:06,Mask missing
2025-10-05 21:25:06,Helmet missing
2025-10-05 21:25:06,Safety vest missing
2025-10-05 21:25:07,Safety vest missing
2025-10-05 21:25:07,Helmet missing
2025-10-05 21:25:07,Mask missing
2025-10-05 21:25:07,Safety vest missing
2025-10-05 21:25:07,Helmet missing
2025-10-05 21:25:07,Safety vest missing
2025-10-05 21:25:07,Helmet missing
2025-10-05 21:25:07,Safety vest missing
2025-10-05 21:25:07,Helmet missing
2025-10-05 21:25:08,Safety vest missing
2025-10-05 21:25:08,Helmet missing
2025-10-05 21:25:08,Safety vest missing
2025-10-05 21:25:08,Helmet missing
2025-10-05 21:25:08,Safety vest missing
2025-10-05 21:25:09,Safety vest missing
2025-10-05 21:25:09,Helmet missing
2025-10-05 21:25:09,Safety vest missing
2025-10-05 21:25:09,Safety vest missing
2025-10-05 21:25:09,Helmet missing
2025-10-05 21:25:09,Helmet missing
2025-10-05 21:25:10,Safety vest missing
2025-10-05 21:25:10,Helmet missing
2025-10-05 21:25:10,Safety vest missing
2025-10-05 21:25:10,Helmet missing
2025-10-05 21:25:10,Safety vest missing
2025-10-05 21:25:10,Helmet missing
2025-10-05 21:25:11,Safety vest missing
2025-10-05 21:25:11,Helmet missing
2025-10-05 21:25:11,Helmet missing
2025-10-05 21:25:11,Safety vest missing
2025-10-05 21:25:11,Helmet missing
2025-10-05 21:25:11,Helmet missing
2025-10-05 21:25:12,Safety vest missing
2025-10-05 21:25:12,Helmet missing
2025-10-05 21:25:12,Safety vest missing
2025-10-05 21:25:12,Helmet missing
2025-10-05 21:25:12,Helmet missing
2025-10-05 21:25:13,Safety vest missing
2025-10-05 21:25:13,Helmet missing
2025-10-05 21:25:13,Safety vest missing
2025-10-05 21:25:13,Helmet missing
2025-10-05 21:25:13,Helmet missing
2025-10-05 21:25:14,Safety vest missing
2025-10-05 21:25:14,Helmet missing
2025-10-05 21:25:14,Safety vest missing
2025-10-05 21:25:14,Helmet missing
2025-10-05 21:25:15,Safety vest missing
2025-10-05 21:25:15,Helmet missing
2025-10-05 21:25:15,Safety vest missing
2025-10-05 21:25:15,Helmet missing
2025-10-05 21:25:15,Goggles missing
2025-10-05 21:25:16,Safety vest missing
2025-10-05 21:25:16,Helmet missing
2025-10-05 21:25:16,Goggles missing
2025-10-05 21:25:16,Safety vest missing
2025-10-05 21:25:16,Helmet missing
2025-10-05 21:25:16,Goggles missing
2025-10-05 21:25:16,Goggles missing
2025-10-05 21:25:17,Safety vest missing
2025-10-05 21:25:17,Helmet missing
2025-10-05 21:25:17,Safety vest missing
2025-10-05 21:25:17,Helmet missing
2025-10-05 21:25:17,Goggles missing
2025-10-05 21:25:18,Safety vest missing
2025-10-05 21:25:18,Helmet missing
2025-10-05 21:25:18,Safety vest missing
2025-10-05 21:25:18,Helmet missing
2025-10-05 21:25:18,Goggles missing
2025-10-05 21:25:19,Safety vest missing
2025-10-05 21:25:19,Helmet missing
2025-10-05 21:25:19,Goggles missing
2025-10-05 21:25:19,Safety vest missing
2025-10-05 21:25:19,Helmet missing
2025-10-05 21:25:20,Safety vest missing
2025-10-05 21:25:20,Helmet missing
2025-10-05 21:25:20,Safety vest missing
2025-10-05 21:25:20,Helmet missing
2025-10-05 21:25:21,Safety vest missing
2025-10-05 21:25:21,Helmet missing
2025-10-05 21:25:21,Safety vest missing
2025-10-05 21:25:21,Helmet missing
2025-10-05 21:25:22,Safety vest missing
2025-10-05 21:25:22,Helmet missing
2025-10-05 21:25:22,Safety vest missing
2025-10-05 21:25:22,Helmet missing
2025-10-05 21:25:23,Safety vest missing
2025-10-05 21:25:23,Helmet missing
2025-10-05 21:25:23,Safety vest missing
2025-10-05 21:25:23,Helmet missing
2025-10-05 21:25:24,Safety vest missing
2025-10-05 21:25:24,Helmet missing
2025-10-05 21:25:24,Goggles missing
2025-10-05 21:25:24,Safety vest missing
2025-10-05 21:25:24,Goggles missing
2025-10-05 21:25:24,Mask missing
2025-10-05 21:25:24,Helmet missing
2025-10-05 21:25:24,Helmet missing
2025-10-05 21:25:24,Helmet missing
2025-10-05 21:25:25,Safety vest missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Helmet missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Mask missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Helmet missing
2025-10-05 21:25:25,Safety vest missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Mask missing
2025-10-05 21:25:25,Helmet missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:25,Helmet missing
2025-10-05 21:25:25,Goggles missing
2025-10-05 21:25:26,Safety vest missing
2025-10-05 21:25:26,Goggles missing
2025-10-05 21:25:26,Goggles missing
2025-10-05 21:25:26,Helmet missing
2025-10-05 21:25:26,Mask missing
2025-10-05 21:25:28,Safety vest missing
2025-10-05 21:25:28,Helmet missing
2025-10-05 21:25:28,Goggles missing
2025-10-05 21:25:28,Safety vest missing
2025-10-05 21:25:28,Helmet missing
2025-10-05 21:25:28,Goggles missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Mask missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Mask missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Mask missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Mask missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Helmet missing
2025-10-05 21:35:17,Safety vest missing
2025-10-05 21:35:18,Helmet missing
2025-10-05 21:35:18,Safety vest missing
2025-10-05 21:35:18,Helmet missing
2025-10-05 21:35:18,Safety vest missing
2025-10-05 21:35:18,Helmet missing
2025-10-05 21:35:18,Helmet missing
2025-10-05 21:35:19,Safety vest missing
2025-10-05 21:35:19,Helmet missing
2025-10-05 21:35:19,Helmet missing
2025-10-05 21:35:19,Mask missing
2025-10-05 21:35:19,Safety vest missing
2025-10-05 21:35:19,Helmet missing
2025-10-05 21:35:19,Helmet missing
2025-10-05 21:35:20,Safety vest missing
2025-10-05 21:35:20,Helmet missing
2025-10-05 21:35:20,Helmet missing
2025-10-05 21:35:20,Safety vest missing
2025-10-05 21:35:20,Helmet missing
2025-10-05 21:35:20,Helmet missing
2025-10-05 21:35:21,Safety vest missing
2025-10-05 21:35:21,Helmet missing
2025-10-05 21:35:21,Helmet missing
2025-10-05 21:35:21,Safety vest missing
2025-10-05 21:35:21,Helmet missing
2025-10-05 21:35:21,Helmet missing
2025-10-05 21:35:22,Safety vest missing
2025-10-05 21:35:22,Helmet missing
2025-10-05 21:35:22,Helmet missing
2025-10-05 21:35:22,Safety vest missing
2025-10-05 21:35:22,Helmet missing
2025-10-05 21:35:22,Helmet missing
2025-10-05 21:35:23,Safety vest missing
2025-10-05 21:35:23,Helmet missing
2025-10-05 21:35:23,Helmet missing
2025-10-05 21:35:23,Safety vest missing
2025-10-05 21:35:23,Helmet missing
2025-10-05 21:35:23,Helmet missing
2025-10-05 21:35:24,Safety vest missing
2025-10-05 21:35:24,Helmet missing
2025-10-05 21:35:24,Helmet missing
2025-10-05 21:35:24,Safety vest missing
2025-10-05 21:35:24,Helmet missing
2025-10-05 21:35:25,Safety vest missing
2025-10-05 21:35:25,Helmet missing
2025-10-05 21:35:25,Safety vest missing
2025-10-05 21:35:25,Helmet missing
2025-10-05 21:35:25,Helmet missing
2025-10-05 21:35:26,Safety vest missing
2025-10-05 21:35:26,Helmet missing
2025-10-05 21:35:26,Helmet missing
2025-10-05 21:35:26,Safety vest missing
2025-10-05 21:35:26,Helmet missing
2025-10-05 21:35:26,Helmet missing
2025-10-05 21:35:27,Safety vest missing
2025-10-05 21:35:27,Helmet missing
2025-10-05 21:35:27,Helmet missing
2025-10-05 21:35:27,Safety vest missing
2025-10-05 21:35:27,Helmet missing
2025-10-05 21:35:27,Helmet missing
2025-10-05 21:35:28,Safety vest missing
2025-10-05 21:35:28,Helmet missing
2025-10-05 21:35:28,Helmet missing
2025-10-05 21:35:28,Safety vest missing
2025-10-05 21:35:28,Helmet missing
2025-10-05 21:35:28,Helmet missing
2025-10-05 21:35:29,Safety vest missing
2025-10-05 21:35:29,Helmet missing
2025-10-05 21:35:29,Helmet missing
2025-10-05 21:35:29,Safety vest missing
2025-10-05 21:35:29,Helmet missing
2025-10-05 21:35:29,Helmet missing
2025-10-05 21:35:30,Safety vest missing
2025-10-05 21:35:30,Helmet missing
2025-10-05 21:35:30,Safety vest missing
2025-10-05 21:35:30,Helmet missing
2025-10-05 21:35:31,Safety vest missing
2025-10-05 21:35:31,Helmet missing
2025-10-05 21:35:31,Safety vest missing
2025-10-05 21:35:31,Helmet missing
2025-10-05 21:35:31,Helmet missing
2025-10-05 21:35:32,Safety vest missing
2025-10-05 21:35:32,Helmet missing
2025-10-05 21:35:32,Helmet missing
2025-10-05 21:35:32,Safety vest missing
2025-10-05 21:35:32,Helmet missing
2025-10-05 21:35:32,Helmet missing
2025-10-05 21:35:33,Safety vest missing
2025-10-05 21:35:33,Helmet missing
2025-10-05 21:35:33,Safety vest missing
2025-10-05 21:35:33,Helmet missing
2025-10-05 21:35:34,Safety vest missing
2025-10-05 21:35:34,Helmet missing
2025-10-05 21:35:34,Safety vest missing
2025-10-05 21:35:34,Helmet missing
2025-10-05 21:35:35,Safety vest missing
2025-10-05 21:35:35,Helmet missing
2025-10-05 21:35:35,Safety vest missing
2025-10-05 21:35:35,Helmet missing
2025-10-05 21:35:35,Helmet missing
2025-10-05 21:35:36,Safety vest missing
2025-10-05 21:35:36,Helmet missing
2025-10-05 21:35:36,Helmet missing
2025-10-05 21:35:36,Safety vest missing
2025-10-05 21:35:36,Helmet missing
2025-10-05 21:35:36,Helmet missing
2025-10-05 21:35:37,Safety vest missing
2025-10-05 21:35:37,Helmet missing
2025-10-05 21:35:37,Helmet missing
2025-10-05 21:35:37,Safety vest missing
2025-10-05 21:35:37,Helmet missing
2025-10-05 21:35:37,Helmet missing
2025-10-05 21:35:38,Safety vest missing
2025-10-05 21:35:38,Helmet missing
2025-10-05 21:35:38,Helmet missing
2025-10-05 21:35:38,Safety vest missing
2025-10-05 21:35:38,Helmet missing
2025-10-05 21:35:38,Helmet missing
2025-10-05 21:35:39,Safety vest missing
2025-10-05 21:35:39,Helmet missing
2025-10-05 21:35:39,Safety vest missing
2025-10-05 21:35:39,Helmet missing
2025-10-05 21:35:39,Helmet missing
2025-10-05 21:35:40,Safety vest missing
2025-10-05 21:35:40,Helmet missing
2025-10-05 21:35:40,Helmet missing
2025-10-05 21:35:40,Safety vest missing
2025-10-05 21:35:40,Helmet missing
2025-10-05 21:35:40,Helmet missing
2025-10-05 21:35:41,Safety vest missing
2025-10-05 21:35:41,Helmet missing
2025-10-05 21:35:41,Helmet missing
2025-10-05 21:35:41,Safety vest missing
2025-10-05 21:35:41,Helmet missing
2025-10-05 21:35:41,Helmet missing
2025-10-05 21:35:41,Mask missing
2025-10-05 21:35:43,Helmet missing
2025-10-05 21:35:43,Safety vest missing
2025-10-05 21:35:43,Mask missing
2025-10-05 21:35:43,Helmet missing
2025-10-05 21:35:43,Mask missing
2025-10-05 21:35:43,Helmet missing
2025-10-05 21:35:43,Safety vest missing
2025-10-05 21:35:43,Helmet missing
2025-10-05 21:41:53,Helmet missing
2025-10-05 21:41:53,Safety vest missing
2025-10-05 21:41:53,Goggles missing
2025-10-05 21:41:53,Mask missing
2025-10-05 21:41:53,Gloves missing
2025-10-05 21:42:03,Safety vest missing
2025-10-05 21:42:03,Helmet missing
2025-10-05 21:42:04,Goggles missing
2025-10-05 21:42:06,Mask missing
2025-10-05 21:42:10,Gloves missing
2025-10-05 21:42:15,Safety vest missing
2025-10-05 21:42:15,Goggles missing
2025-10-05 21:42:15,Helmet missing
2025-10-05 21:42:41,Safety vest missing
2025-10-05 21:42:41,Helmet missing
2025-10-05 21:42:41,Goggles missing
2025-10-05 21:42:41,Mask missing
2025-10-05 21:42:52,Safety vest missing
2025-10-05 21:42:52,Helmet missing
2025-10-05 21:42:52,Mask missing
2025-10-05 21:43:00,Goggles missing
2025-10-05 21:43:02,Safety vest missing
2025-10-05 21:43:02,Helmet missing
2025-10-05 21:43:02,Mask missing
2025-10-05 21:43:12,Goggles missing
2025-10-05 21:43:12,Safety vest missing
2025-10-05 21:43:12,Helmet missing
2025-10-05 21:43:22,Safety vest missing
2025-10-05 21:43:22,Helmet missing
2025-10-05 21:43:33,Safety vest missing
2025-10-05 21:43:33,Helmet missing
2025-10-05 21:43:43,Helmet missing
2025-10-05 21:43:43,Safety vest missing
2025-10-05 21:43:46,Goggles missing
2025-10-05 21:43:50,Mask missing
2025-10-05 21:43:53,Safety vest missing
2025-10-05 21:43:53,Helmet missing
2025-10-05 21:44:03,Safety vest missing
2025-10-05 21:44:03,Helmet missing
2025-10-05 21:44:05,Mask missing
2025-10-05 21:44:05,Goggles missing
2025-10-05 22:06:19,Helmet missing
2025-10-05 22:06:19,Mask missing
2025-10-05 22:06:19,Goggles missing
2025-10-05 22:06:19,Safety vest missing
2025-10-05 22:06:29,Mask missing
2025-10-05 22:06:29,Helmet missing
2025-10-05 22:06:29,Safety vest missing
2025-10-05 22:06:29,Goggles missing
2025-10-05 22:06:38,Gloves missing
2025-10-05 22:06:40,Goggles missing
2025-10-05 22:06:40,Helmet missing
2025-10-05 22:06:40,Safety vest missing
2025-10-05 22:06:40,Mask missing
2025-10-05 22:06:50,Helmet missing
2025-10-05 22:06:50,Mask missing
2025-10-05 22:06:50,Safety vest missing
2025-10-05 22:06:50,Goggles missing
2025-10-05 22:07:02,Helmet missing
2025-10-05 22:07:02,Mask missing
2025-10-05 22:07:02,Safety vest missing
2025-10-05 22:22:20,Mask missing
2025-10-05 22:22:20,Helmet missing
2025-10-05 22:22:31,Helmet missing
2025-10-05 22:22:31,Mask missing
